,cons_translated,languagecode,user_new_badges,helpful_vote_count,is_incentivised,reviewng,is_trivial,hotel_id,average_score,countrycode,cons,date,review_id,stayed_room_info,pros,is_moderated,title,anonymous,title_translated,review_hash,pros_translated,author,tags,travel_purpose
79,,en-us,[],0,0,1,0,3379176,3.20000004768372,jp,,2022-01-01 08:21:56,2856715621,"{'room_name': 'Apartment (Sofa-Bed)', 'photo': {'url_max300': 'https://cf.bstatic.com/images/hotel/max300/220/220625361.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/220/220625361.jpg', 'ratio': 1.49986569970454, 'photo_id': 220625361, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/220/220625361.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/220/220625361.jpg'}, 'checkin': '2021-12-31', 'checkout': '2022-01-01', 'room_id': 337917604}",,0,Very good,,,9de013b9b4e5910d,,"{'user_id': 534436831, 'nr_reviews': 0, 'helpful_vote_count': 0, 'avatar': 'https://lh3.googleusercontent.com/a/AATXAJwwjdVecIb_h3cbzjnia4lVVWrCJskwT_C_hvuF=s96-c64', 'age_group': '', 'type_string': 'Group of friends', 'name': '小暮', 'countrycode': 'jp', 'type': 'review_category_group_of_friends', 'city': ''}",[],other
80,,en-us,[],0,0,1,0,3379176,4.0,jp,,2021-12-05 13:44:37,4570871721,"{'room_name': 'Connecting Apartment', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/220/220622855.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/220/220622855.jpg', 'ratio': 1.49986107252014, 'photo_id': 220622855, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/220/220622855.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/220/220622855.jpg'}, 'checkin': '2021-12-04', 'checkout': '2021-12-05', 'room_id': 337917605}",,0,Exceptional,,,a9ea377793c37884,,"{'user_id': 16763519, 'nr_reviews': 0, 'helpful_vote_count': 0, 'avatar': 'https://graph.facebook.com/v2.9/1361145147238268/picture?type=square&height=64&width=64', 'age_group': '', 'type_string': 'Group of friends', 'name': 'Ayumi', 'countrycode': 'jp', 'type': 'review_category_group_of_friends', 'city': ''}",[],leisure
81,,en-gb,[],0,0,1,0,2707868,4.0,az,Nothing,2022-06-25 16:07:16,3729056587,"{'room_id': 270786803, 'photo': {'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486078.jpg', 'photo_id': 133486078, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486078.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486078.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486078.jpg'}, 'checkin': '2022-06-20', 'checkout': '2022-06-21', 'room_name': 'Standard Twin Room - Non-Smoking'}",Everything,0,Very nice place and kind personal!,,,0a8788fa47b648df,,"{'age_group': '', 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'user_id': 156693224, 'nr_reviews': 0, 'city': '', 'name': 'Tural', 'helpful_vote_count': 0, 'countrycode': 'az'}",[],business
82,,en-gb,[],0,0,1,0,2707868,3.59999990463257,tw,Wifi speed is too low,2022-06-22 05:04:11,4586705760,"{'checkout': '2022-06-21', 'room_name': 'Standard Double Room - Non-Smoking', 'checkin': '2022-06-20', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486360.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486360.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486360.jpg', 'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486360.jpg', 'photo_id': 133486360}, 'room_id': 270786802}","location is great, it just near by the Ginza and Shinbashi station.",0,Fabulous,,,181cdaea320a641b,,"{'name': 'Chien-chih', 'helpful_vote_count': 0, 'countrycode': 'tw', 'age_group': '', 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'user_id': 129071558, 'avatar': 'https://lh3.googleusercontent.com/a-/AOh14GjrIbRWUbY3yeJN2FYJN8IKeOWz2Ab3DQ27_LjorA=s96-c64', 'nr_reviews': 0, 'city': ''}",[],leisure
83,,en-us,[],0,0,1,0,2707868,3.59999990463257,jp,a few more amenities such as lotion or facial care items would be nice. but it’s not a huge issue.,2022-05-10 15:33:47,3122737642,"{'room_id': 270786804, 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'ratio': 1.5}, 'checkin': '2022-05-01', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2022-05-04'}","well located for easy walk to shinbashi/shiodome, tsukiji and of course the ginza area. 

there’s a 7/11 on the ground floor and lots of other convenience stores in the vicinity. 

a good-size don quixote is less than 5 mins away for last minute souvenirs or other necessities. 

the room is compact but well laid out. the bath was nice and roomy. 
the sink being in the room area itself was interesting. i didn’t mind it. the built-in dehumidifier works extra hard to keep the room dry and there’s also a small humidifier in the room if needed.

restocking the water each day was great. most hotels i’ve been to don’t do so. 

pajamas were super comfy. i would buy them. 

many sockets and cables to keep devices charged. 

for travelers at the end of their trip, the room had information on sending luggage to the airport. 

staff was friendly and other guests during my stay were very courteous.",0,comfy stay,,,eb047e49666fc755,,"{'countrycode': 'jp', 'helpful_vote_count': 0, 'name': 'Bana', 'nr_reviews': 0, 'city': '', 'user_id': 131858826, 'age_group': '', 'type': 'solo_traveller', 'type_string': 'Solo traveller'}",[],leisure
84,,en-us,[],0,0,1,0,2707868,3.20000004768372,us,No western food. Typically small rooms- but consider I paid less than $500 for a week.,2022-03-24 02:02:50,2425322980,"{'checkin': '2022-03-16', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486360.jpg', 'ratio': 1.5, 'photo_id': 133486360, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486360.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486360.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486360.jpg'}, 'checkout': '2022-03-23', 'room_name': 'Standard Double Room - Non-Smoking', 'room_id': 270786802}","Great price. Located in the Ginza commercial district. Clean, comfortable stay.",0,Ginza District without paying a fortune,,,087a496a2ac5736d,,"{'helpful_vote_count': 0, 'name': 'Ralph', 'countrycode': 'us', 'user_id': 102689618, 'avatar': 'https://cf.bstatic.com/xdata/images/xphoto/square64/36931628.jpg?k=6490b32cd1fea3966daf7d69fb73f3016adfb5dda5e58a0791f9729475590ac0&o=?t=1517333404', 'city': '', 'nr_reviews': 0, 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'age_group': ''}",[],business
85,,en-us,[],0,0,1,0,2707868,3.59999990463257,jp,,2022-01-20 13:17:44,4573665498,"{'checkout': '2022-01-20', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkin': '2022-01-19', 'photo': {'ratio': 1.5, 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg'}, 'room_id': 270786804}",More spacious than business class hotels. Separate toilet and shower rooms.,0,Fabulous,,,fce6fdd1dc8e4b4f,,"{'helpful_vote_count': 0, 'name': 'James', 'countrycode': 'jp', 'user_id': 20003063, 'nr_reviews': 0, 'city': '', 'age_group': '', 'type_string': 'Solo traveller', 'type': 'solo_traveller'}",[],business
86,,en-gb,[],0,0,1,0,2707868,3.20000004768372,id,,2020-02-05 11:13:54,4525045948,"{'room_id': 270786804, 'checkin': '2019-12-24', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'ratio': 1.5, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg'}, 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2019-12-25'}",the cleaness and helpfull staff,0,very recommend hotel and i will come back one day,,,879c005fe923fcec,,"{'countrycode': 'id', 'helpful_vote_count': 0, 'name': 'Atieknw', 'age_group': '', 'type_string': 'Solo traveller', 'type': 'solo_traveller', 'nr_reviews': 0, 'city': '', 'user_id': 132961780}",[],leisure
87,,en-gb,[],0,0,1,0,2707868,4.0,hu,,2020-01-29 11:43:58,4524258142,"{'checkin': '2020-01-13', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'ratio': 1.5}, 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2020-01-22', 'room_id': 270786804}","The center location was great, good connection to the public transports, and close almost to everything.",0,Exceptional,,,7bea6b930846399b,,"{'avatar': 'https://graph.facebook.com/v2.9/1728029080551836/picture?type=square&height=64&width=64', 'user_id': 148381192, 'nr_reviews': 0, 'city': '', 'age_group': '', 'type_string': 'Solo traveller', 'type': 'solo_traveller', 'helpful_vote_count': 0, 'name': 'Gabor', 'countrycode': 'hu'}",[],leisure
88,,en-us,[],0,0,1,0,2707868,3.20000004768372,hk,,2020-01-28 13:11:07,2397462673,"{'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg'}, 'checkin': '2020-01-22', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2020-01-28', 'room_id': 270786804}",Good location and the staff is very helpful.,0,Very good,,,a66ef49220cc07c9,,"{'age_group': '', 'type_string': 'Solo traveller', 'type': 'solo_traveller', 'user_id': 26592370, 'nr_reviews': 0, 'city': '', 'helpful_vote_count': 0, 'name': 'Roxy', 'countrycode': 'hk'}",[],leisure
89,,en-gb,[],1,0,1,0,2707868,3.59999990463257,tw,It will be btter if there is お風呂 inside.,2020-01-23 02:08:31,4523525920,"{'room_id': 270786829, 'room_name': 'Comfort Twin Room - Non-Smoking', 'checkout': '2020-01-18', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/173/173378860.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/173/173378860.jpg', 'photo_id': 173378860, 'ratio': 1.5, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/173/173378860.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/173/173378860.jpg'}, 'checkin': '2020-01-15'}",Room layout and location are the best. And the stuffs are also friendly.,0,It is recommend for business and traveler.,,,e74596478ec8e03a,,"{'helpful_vote_count': 1, 'name': 'Shintzu', 'countrycode': 'tw', 'avatar': 'https://graph.facebook.com/v2.9/10214375535041967/picture?type=square&height=64&width=64', 'user_id': 205752640, 'nr_reviews': 0, 'city': '', 'age_group': '', 'type': 'review_category_group_of_friends', 'type_string': 'Group of friends'}",[],leisure
90,,en-us,[],1,0,1,0,2707868,3.33332991600037,qa,Small rooms but this is Japan so.,2019-12-20 05:07:41,2502191182,"{'room_id': 270786804, 'checkout': '2019-12-19', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'ratio': 1.5, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg'}, 'checkin': '2019-12-15'}",The location and 7 eleven in the first floor.,0,Very good,,,1ebda568e49aff05,,"{'name': 'Maha', 'helpful_vote_count': 1, 'countrycode': 'qa', 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'age_group': '', 'user_id': 17131037, 'city': '', 'nr_reviews': 0}",[],leisure
91,,en-gb,[],1,0,1,0,2707868,3.20000004768372,gb,"Rooms are quite small, grey, and have no cupboard space, so you live out of your suitcase. On the other hand, they are very cleverly designed so it doesn't take long to be used to it.",2019-11-19 10:34:01,4517723735,"{'room_id': 270786804, 'checkout': '2019-11-16', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'ratio': 1.5, 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg'}, 'checkin': '2019-11-09'}","Great location - close to three subway stations, and Ginza shopping district. Surrounded by restaurants, coffee shops, and bars.",0,Will definitely stay again due to location and value.,,,89fc50a11c686464,,"{'type': 'review_category_group_of_friends', 'type_string': 'Group of friends', 'age_group': '', 'city': '', 'nr_reviews': 0, 'user_id': 204421396, 'avatar': 'https://lh3.googleusercontent.com/a-/AOh14GhWecUPAhlolHLBKStMUudC27Dl3LkLp-9dheWI=s96-c64', 'countrycode': 'gb', 'name': 'Stephen', 'helpful_vote_count': 1}",[],business
92,,en-gb,[],0,0,1,0,2707868,3.16667008399963,gb,Quite compact . Not enough wardrobe space,2019-11-17 22:24:54,1943858882,"{'checkin': '2019-10-19', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486360.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486360.jpg', 'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486360.jpg', 'photo_id': 133486360, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486360.jpg'}, 'room_name': 'Standard Double Room - Non-Smoking', 'checkout': '2019-10-21', 'room_id': 270786802}","Well equipped, great location.",0,Small but almost perfectly formed,,,87f4775d7e1d86c8,,"{'user_id': 56255540, 'avatar': 'https://lh4.googleusercontent.com/-TroXuMP1omA/AAAAAAAAAAI/AAAAAAAAUJk/bMwGzri8kWY/s96-c/photo.jpg64', 'nr_reviews': 0, 'city': '', 'age_group': '', 'type': 'review_category_group_of_friends', 'type_string': 'Group of friends', 'name': 'Karen', 'helpful_vote_count': 0, 'countrycode': 'gb'}",[],leisure
93,,en-gb,[],0,0,1,0,2707868,3.5,au,More storage and hangers,2019-11-10 23:45:44,4516692336,"{'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2019-11-05', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg'}, 'checkin': '2019-10-30', 'room_id': 270786804}",Location,0,Good,,,d4707bf5ead18b4d,,"{'city': '', 'nr_reviews': 0, 'avatar': 'https://lh4.googleusercontent.com/-K5OwUiP4o84/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reevG4qxoONje9LLFO4HaBlslp1pA/photo.jpg64', 'user_id': 17928062, 'type_string': 'Solo traveller', 'type': 'solo_traveller', 'age_group': '', 'countrycode': 'au', 'name': 'Nishat', 'helpful_vote_count': 0}",[],leisure
94,,en-gb,[],0,0,1,0,2707868,3.59999990463257,au,,2019-11-09 10:16:52,4516484628,"{'room_id': 270786804, 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2019-11-07', 'checkin': '2019-11-06', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'ratio': 1.5, 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg'}}","Very nice hotel, excellent staff, good location",0,Fabulous,,,4a2aee74b6eccb56,,"{'user_id': 399900, 'nr_reviews': 0, 'city': '', 'age_group': '', 'type': 'review_category_group_of_friends', 'type_string': 'Group of friends', 'helpful_vote_count': 0, 'name': 'Thi', 'countrycode': 'au'}",[],leisure
95,,en-gb,[],1,0,1,0,2707868,4.0,au,,2019-11-03 13:06:37,4515638315,"{'checkin': '2019-10-31', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895}, 'checkout': '2019-11-01', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'room_id': 270786804}",Nice room. Good location,0,Exceptional,,,44382bf922da73ac,,"{'user_id': 399900, 'city': '', 'nr_reviews': 0, 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'age_group': '', 'name': 'Thi', 'helpful_vote_count': 1, 'countrycode': 'au'}",[],leisure
96,,en-gb,[],0,0,1,0,2707868,4.0,au,,2019-11-03 13:03:10,4515637411,"{'room_id': 270786804, 'photo': {'ratio': 1.5, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg'}, 'checkin': '2019-10-30', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'checkout': '2019-10-31'}",Very nice hotel. Good location.,0,Exceptional,,,73f4858c31c6da7d,,"{'name': 'Thi', 'helpful_vote_count': 0, 'countrycode': 'au', 'type': 'review_category_group_of_friends', 'type_string': 'Group of friends', 'age_group': '', 'user_id': 399900, 'city': '', 'nr_reviews': 0}",[],leisure
97,,en-gb,[],1,0,1,0,2707868,3.20000004768372,my,The hotel didn't respond at all to my request,2019-10-30 00:51:18,4515095516,"{'room_id': 270786804, 'checkout': '2019-10-29', 'room_name': ' Double Room with Small Double Bed - Non-Smoking', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'ratio': 1.5, 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg'}, 'checkin': '2019-10-26'}",The guestroom design,0,Very comfortable in an excellent location,,,20f2f38912208d46,,"{'type_string': 'Solo traveller', 'type': 'solo_traveller', 'age_group': '', 'city': '', 'nr_reviews': 0, 'user_id': 24554039, 'countrycode': 'my', 'helpful_vote_count': 1, 'name': 'Soon'}",[],leisure
98,,en-us,[],0,0,1,0,2707868,4.0,il,I Liked everything!,2019-10-24 13:42:46,2761616983,"{'checkout': '2019-10-24', 'room_name': 'Standard Double Room - Non-Smoking', 'checkin': '2019-10-19', 'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486360.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486360.jpg', 'photo_id': 133486360, 'ratio': 1.5, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486360.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486360.jpg'}, 'room_id': 270786802}","The location, the facilities, the staff.",0,Exceptional,,,19b8ded198d35574,,"{'countrycode': 'il', 'helpful_vote_count': 0, 'name': 'Ronen', 'nr_reviews': 0, 'city': '', 'avatar': 'https://lh3.googleusercontent.com/a-/AOh14GiWz-R0eqrQyQxuTBF81XLQsLauWepejYg5JDb0rrs=s96-c64', 'user_id': 84827048, 'age_group': '', 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends'}",[],leisure
99,,en-us,[],0,0,1,0,2707868,3.66667008399963,kr,,2019-10-24 09:27:36,3395003532,"{'room_name': 'Twin Room on High Floor - Non-Smoking', 'checkout': '2019-10-22', 'checkin': '2019-10-18', 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/135/135323539.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/135/135323539.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/135/135323539.jpg', 'photo_id': 135323539, 'ratio': 1.5, 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/135/135323539.jpg'}, 'room_id': 270786806}",Room was exceptionally bigger than most hotel in tokyo. It was very comfortable and convenient. Modern and clean room. Convenient store located just right below the hotel.,0,Superb,,,e2407549fad1d19c,,"{'type_string': 'Solo traveller', 'type': 'solo_traveller', 'age_group': '', 'avatar': 'https://lh5.googleusercontent.com/-C9PY5tKQrmw/AAAAAAAAAAI/AAAAAAAAABI/NAPNEjOl2RI/photo.jpg?sz=5064', 'user_id': 176454042, 'city': '', 'nr_reviews': 0, 'helpful_vote_count': 0, 'name': 'Ellen', 'countrycode': 'kr'}",[],leisure
100,,en-us,[],0,0,1,0,2707868,4.0,vn,,2019-10-20 14:44:08,4513623506,"{'room_id': 270786804, 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'photo_id': 137004895, 'ratio': 1.5}, 'checkin': '2019-10-15', 'checkout': '2019-10-16', 'room_name': ' Double Room with Small Double Bed - Non-Smoking'}",Room design,0,Nice hotel in Ginza,,,46fc576a80aab59f,,"{'countrycode': 'vn', 'name': 'Ba', 'helpful_vote_count': 0, 'age_group': '', 'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'nr_reviews': 0, 'city': '', 'avatar': 'https://lh4.googleusercontent.com/-CoRbsBQKy0M/AAAAAAAAAAI/AAAAAAAADQo/0y2pqNGeL-g/photo.jpg?sz=5064', 'user_id': 150627550}",[],business
101,,en-gb,[],0,0,1,0,2707868,4.0,de,/,2019-10-16 18:20:56,3893019586,"{'room_id': 270786804, 'photo': {'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg', 'ratio': 1.5, 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg'}, 'checkin': '2019-10-13', 'checkout': '2019-10-16', 'room_name': ' Double Room with Small Double Bed - Non-Smoking'}","Great Hotel in a great location. Quite modern and well designed. 
Staff was very friendly and helpful.",0,Exceptional,,,3a182af8b8b2e4b3,,"{'name': 'Lisa_k_k', 'helpful_vote_count': 0, 'countrycode': 'de', 'avatar': 'https://lh6.googleusercontent.com/-YZ0XhFd1unU/AAAAAAAAAAI/AAAAAAAAADA/9UXz-fgqu4g/s96-c/photo.jpg64', 'user_id': 32264564, 'city': '', 'nr_reviews': 0, 'type_string': 'Solo traveller', 'type': 'solo_traveller', 'age_group': ''}",[],leisure
102,,en-gb,[],0,0,1,0,2707868,3.5,gb,"Very convenient there are 7-11, Family Mart and Lawsons just downstairs",2019-10-07 10:12:52,3722135472,"{'room_id': 270786809, 'room_name': ' Double Room with Small Double Bed - Smoking', 'checkout': '2019-10-06', 'checkin': '2019-10-05', 'photo': {'url_square60': 'https://cf.bstatic.com/images/hotel/square60/137/137004895.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/137/137004895.jpg', 'ratio': 1.5, 'photo_id': 137004895, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/137/137004895.jpg', 'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/137/137004895.jpg'}}",Very good location two blocks away from Ginza Siz,0,Fabulous,,,6cbf35b9af7a6d91,,"{'helpful_vote_count': 0, 'name': 'Yiting', 'countrycode': 'gb', 'age_group': '', 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'user_id': 47462411, 'nr_reviews': 0, 'city': ''}",[],leisure
103,,en-us,[],0,0,1,0,2707868,4.0,us,,2019-10-06 13:25:22,4511193997,"{'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486360.jpg', 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486360.jpg', 'photo_id': 133486360, 'ratio': 1.5, 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486360.jpg', 'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486360.jpg'}, 'checkin': '2019-10-03', 'checkout': '2019-10-05', 'room_name': 'Standard Double Room - Non-Smoking', 'room_id': 270786802}","Excellent location in the heart of Ginza, accommodation was very clean and efficient,
space was just the right size for one person.",0,"Highly recommended, outstanding value for the price, great location.",,,9c5b80c1e362446f,,"{'nr_reviews': 0, 'city': '', 'user_id': 364245439, 'age_group': '', 'type': 'solo_traveller', 'type_string': 'Solo traveller', 'countrycode': 'us', 'name': 'Ronald', 'helpful_vote_count': 0}",[],leisure
104,,en-gb,[],0,0,1,0,2707868,3.66667008399963,gb,The rooms are to the small size but this seems to be the case of all hotels in Tokyo.,2019-10-05 11:29:26,2938280311,"{'photo': {'url_640x200': 'https://cf.bstatic.com/images/hotel/640x200/133/133486360.jpg', 'photo_id': 133486360, 'url_max300': 'https://cf.bstatic.com/images/hotel/max300/133/133486360.jpg', 'ratio': 1.5, 'url_original': 'https://cf.bstatic.com/images/hotel/max500/133/133486360.jpg', 'url_square60': 'https://cf.bstatic.com/images/hotel/square60/133/133486360.jpg'}, 'checkin': '2019-09-20', 'checkout': '2019-09-24', 'room_name': 'Standard Double Room - Non-Smoking', 'room_id': 270786802}","Loved staying in Ginza - you can find great restaurants and shopping around while the Imperial Palace is minutes walk, and lots of public transport connections around. The reception and rooms are very nicely decorated while amenities are excellent! The bathroom have modern facilities with traditional Japanese bath set up. Staff was also very attentive throughout our stay.",0,Superb,,,a585e8afa1914c05,,"{'type_string': 'Group of friends', 'type': 'review_category_group_of_friends', 'age_group': '', 'city': '', 'nr_reviews': 0, 'avatar': 'https://graph.facebook.com/v2.9/10205532593731729/picture?type=square&height=64&width=64', 'user_id': 17824933, 'countrycode': 'gb', 'helpful_vote_count': 0, 'name': 'Ana'}",[],leisure
