,location_id,text,name
81,3154165,Might be my favourite airport Haneda airport was so easy to get around. The staff in customs were friendly. There was so many fun shops as well as designer shops. The food court was incredible so many different options and by fair the cleanest one I have been too. The whole airport is perfectly clean. The bathrooms by far the cleanest public washrooms I have ever been to. Even their smoking rooms are very nice and there were so many of them (Im not even a smoker). They have airport hotels available in the actual terminals which is very handy. Free Wifi worked great and lots of Massage chairs that cost very little to use. I think is would be my favourite airport out of all of our travels.,Tokyo International Airport (Haneda) Terminal No2 Observation Deck
82,15272306,由緒正しき水門 港町駅と鈴木町駅の間にある水門です。多摩川沿いを散歩すると一際目立つ石の水門。文化庁登録有形登録財、経産省の近代化産業遺産だそうです。,Kawasaki River Port Gate
83,15272306,大きな水門 京急大師線港町駅と鈴木町駅の間で、味の素などの工場地帯を抜けた多摩川べりにある文化財です。遠目に見ていたのと違って、近くに行くと結構大きく、また名産だったという葡萄や桃を模った上部の装飾も立派で、以前ブロッコリーに見えたことを思い出しました。タワマンも近く、水門前の緑地など、晴れた午後で釣り人や子供も大勢見かけられましたが、自分には５年前の事件後のたくさんの花束の映像が浮かんできてしまい、訪れるなら昼間をお勧めしたいです。,Kawasaki River Port Gate
84,15272306,普通の門でないなーと思っていたら 港町駅と鈴木町駅の間の多摩川河川沿いににあります。鈴木町駅の方から方が近いですが、あえて港町駅からの行き方を説明します。港町駅北口から高いマンションが3棟並んでいるので、マンションの間を通り抜けると多摩川へ突き当たります。右側へ歩いて行くと港町駅から300〜400mくらいのところに水門が見えます。その辺りからたまに貨物の船が多摩川へ出入りしています。水門近くには、セメント工場と味の素工場あります。国の登録文化財（建造物）に登録されています。高さ約20m、幅約18.7mくらいだそうです。タワー頭頂部には、籠に溢れんばかりに盛られた当時の川崎の名産品であった梨・葡萄や桃などの巨大な飾りが施されています。,Kawasaki River Port Gate
85,13154273,環境学習施設 蔵前にある環境の学習施設ですが、エコがテーマのようです。展示内容は必要最低限で、館内はかなり暗かったですが、エコということのようです。,Kankyo Fureaikan Himawari
86,13154273,お役所仕事 お役所仕事の塊の様な場所、目指している物や効果とかコストとかが全く想像のつかない世界。そりゃエコも必要だし環境を考えるのも重要な事なのは確かだが、何故この場所で、何故こんな施設でと言う説得力が無い。,Kankyo Fureaikan Himawari
87,23020652,一之江天祖神社の末社 一之江天祖神社の少し手前に参道が有ります　一之江日枝神社の末社　社殿も末社クラスの規模です　昔は天祖神社の境内が広くて境内の中にあったのかもしれません,Hie Shrine
88,10223640,"A small island of green in the suburbs Haginaka Park is aimed pretty much at kids - there is a very large playground, a small grassed area with trees to sit under, and a bicycle training area. There are also two baseball fields and a swimming pool.I used the park as a place to sit and relax as I ate my lunch - looking at the cherry blossom trees and watching the young families with their kids enjoying some open space and fresh air.",Haginaka Park
89,10223640,桜も咲いています。 桜が綺麗に咲いています。自粛要請の中、天気も良かったので、家族連れもそこそこ訪れていました。この公園はエクササイズの遊具や機関車の展示、電車の展示などもあり、散歩がてら一休みし、桜を楽しんだりもできるので、とても有意義な時間を過ごせます。,Haginaka Park
90,10223640,ガラクタ公園 仕事中一息入れようと立ち寄りました。ガラクタ公園との別名がありSLや都電車両、消防車など現役を退いた乗り物がたくさん展示されていました。鉄オタ的には目の保養にになりますね！,Haginaka Park
91,16855421,昔の罪人が親族とここで別れたことで涙橋ともいわれているようです！！ 昔の罪人が親族とここで別れたことで涙橋ともいわれているようです。地元の方にお聞きして知りました。悲しい橋だったのですね！！,Hamakawa Bridge
92,16855421,旧東海道の歴史を語る 旧東海道を走破するランニングの際に発見した浜川橋（泪橋）。当時の面影を残している訳ではありませんが当時を語る立て札が建っています。この橋の由来はこの近くにあった鈴ヶ森刑場にあるんだとか。旧街道を走る際はこういう歴史に触れながら旅するのが良いですね。,Hamakawa Bridge
93,21500957,神楽坂通り沿いのせんべい屋 神楽坂のせんべい屋さんの支店です。小さい店ですが交差点の角にあり、写真付きの看板が出ているので見つけやすいと思います。手焼きせんべいの店で、実演こそありませんが様々なせんべいが並んでいます。試しに生醤油と堅焼の両方を買ってみましたが、どちらも美味しかったですよ。,Kagurazaka Jizoya Kagurazakadori
94,1997879,"Make your barbecue Lovely park close to the sea.It has open areas, for tents and also portable barbecue trays.There a couple of cool wall paintings (graffiti)",Toyosu Park
95,1997879,"Discover more~Koto, Tokyo Perfect place to spend relaxing time with family (specially with small kids), good enough for couples and hang out with frens. Located on the seaside, the wind feels good and if the sky is clear, this corner of koto can be better deal to spend an entire day of holiday. As you can find Lalaport,shopping malls, varieties of restaurants, a lot of parking spaces and more. My god, this place feels wide enough to find your holiday space as the crowd is neither over numbered as Disney nor less like lonely parks found a lot in Japan.",Toyosu Park
96,1997879,"Small park, good for kids and for evening work out I like this park, it is tiny but has everything you might need. Nice sea view, free drinkable water, slides for kids and benches for adults. ",Toyosu Park
97,14042344,「和」の優しさ 京急の駅から第2ターミナルに向かう途中の右側にあります。何枚かの… 特に飛行機の手ぬぐいが目印になります。各地の作家さんが、心を込めて作り上げた手袋やレッグウォーマーその他沢山の「和」の品物が並んでいます。海外の知人に数品購入しました。温もりを感じるお店です。心癒やされる時間を過ごしました。,Nipponichi Haneda Airport Terminal 2
98,14042344,お土産用にも自分用にも 京急線降りて、上がってすぐのところにあるお洒落な雑貨屋さんです。時々買い物しますが、見るだけでも楽しいので必ず寄っています。,Nipponichi Haneda Airport Terminal 2
99,14042344,ビールに合う天ぷらせんべい 羽田空港から出発時は、おせんべいを購入してビールと頂くのが楽しみの１つとなっています。店名「天ぷらせんべい 築地ちとせ」さん！取材などに取り上げられる様になり、週末など少し混み合っている時間帯もあります。こちらのせんべいの特徴は商品名でもある、天ぷらのかき揚げのようなイメージです。甘みのある天然えびを使用し、せんべいの上には青のりがふりかけられ、色合いと、味のアクセントとなっています♬味は、甘みがあり、えびの風味とたまねぎが口の中で広がり、サックサク！天ぷらの揚げたてのようです。これが、ビールと合うんですよね(๑˃̵ᴗ˂̵)飲み過ぎて飛行機で酔うこともしばし・・▪︎今回購入した商品天ぷらせんべい 6枚  600円【店名】天ぷらせんべい   築地ちとせ【アクセス】★羽田空港には2店舗もあり★▪︎羽田空港第 1 旅客ターミナル 2 階（羽田空港 特選和菓子館店）▪︎羽田空港第 2 旅客ターミナル 3 階（羽田空港 フードプラザ店）【支払い方法】クレジット可【その他】▪︎他商品・のり天せんべい・泥付きごぼう天せんべい▪︎他店舗・ルミネ新宿店,Nipponichi Haneda Airport Terminal 2
100,12318029,浄土真宗本願寺派のお寺 オーストラリア大使館の道路向かいにある當光寺(とうこうじ)浄土真宗本願寺派のお寺さんです。隣には同じ浄土真宗本願寺派の教誓寺があります。,Toko-ji Temple
101,12318029,この寺も渡辺の綱の関係 オーストラリア大使館のはす向かいを綱の手引坂から下ったところ。この寺も渡辺の綱の関係。渡邉家の内仏寺というのが始まりで、綱は晩年をこの地で過ごしたとも伝わるようです。,Toko-ji Temple
102,12318029,細い墓の横の参道 両側に塀がある細い参道を降りて行くと社殿がある。目の前が近代的なオーストラリアの大使館で不思議なコントラストである。,Toko-ji Temple
103,17432397,綺麗に手入れがされたお寺です 国府台合戦により本堂を焼失したとのことですので創建は江戸以前になると思われます。石仏には時代を感じるものがあり、興味が惹かれます。,Muryo-ji Temple
104,10019642,"Fascinating neighborhood matsuri - next one in 2020! I had the pleasure of being invited to the Urayasu Matsuri by a childhood friend who runs a restaurant in Urayasu and sponsored one of the shrine's omikoshi.  This matsuri is held once every four years and run by 3 shrines (Toyouke, Nekozane, and Seiryu, and Inari).  We followed the troupe throughout the streets of Urayasu and had a wonderful time watching other omikoshi along the neighborhood families in a festive mood.  While crowded, it was manageable, unlike the larger and famous matsuri.  The food stalls offered a variety of unique dishes.  I arrived early, in the early evening, where the Urayasu train station was still walkable, but i hear it gets unmanageable as darkness falls.  It was a cultural delight.",Urayasu Matsuri
105,10019642,お祭り小僧 いままで何回も参加していた、さかな屋さんでさんまを買ったり、焼きそばを食べたり、古本を無料でいただいたり白バイに乗ったり、半日遊べたが2020年は残念というしかない、疫病退散を豊受神社で毎日祈願しております。,Urayasu Matsuri
106,10019642,ステージイベントだけ見ました 通りがかりでやっていたのでステージイベントを拝見しました。地元の団体さんの踊りなどをやっていてよかったです。神輿が見れると観光客としては良いかも,Urayasu Matsuri
107,16855291,駅から遠いが施設は充実 京急線梅屋敷駅、大鳥居駅、東京モノレール昭和島駅各駅から徒歩15分以上ありますが羽田空港~大森間のバスに乗り北糀谷バス停で下りてすぐです。,Shinnomigawa Yu
108,8658835,"Picturesque Stopped here for lunch as part of a bike tour - so peaceful next to the river, and the tall ship mast monument was quite clever.",Takeshiba Wharf Park
109,8658835,"Only 10 min away from Hamamatsu Cho Takeshiba Pier Park is a good stroll away from JR/mono rail Hamamatsu Cho station. During the day, you can see Tokyo Bay's open space with pleasant breeze. This is a little port for boats leaving for Izu islands; plus their waiting area and a restaurant serving some local dishes of the islands are downstairs; and the viewing deck to see the whole bay area is upstairs. From the deck, you can see warehouses on the right, Rainbow Bridges on the far right and Fiji TV's earth-like-ball on the side of the building just behind it. Night view is also beautiful with all the apartment blocks' lights are all around the bay.",Takeshiba Wharf Park
110,8658835,竹芝桟橋フェリーターミナルに隣接 ゆりかもめの竹芝駅から直ぐです。竹芝桟橋フェリーターミナルに隣接した公園です。周りはビル建設続いていますが、この辺界隈のオアシス的公園です。東京湾見渡せて気持ち良い場所です。,Takeshiba Wharf Park
111,20329468,洒落た小物がある 船橋駅前のイトーヨーカドー内のテナントです。文具、財布などの雑貨、バッグなど小洒落た小物やアイデア商品がたくさんあり時間つぶしにも最適です。,Funabashi Loft
112,9764643,あさくさ古道 亀戸あさくさ古道にある社水神宮です。こじんまりとしたお社ですが、綺麗に手入れされておりまた、古道の案内板をみるといにしえを感じます。,Kameidosuijin-gu
113,9764643,小さな神社です いくつもの道路が交差している場所にあって、とても小さな神社です。それでも境内に石碑や舞台のような施設もありました。,Kameidosuijin-gu
114,9764643,下町の小さな神社 亀戸水神駅から徒歩3分。住宅街のY字路角にある。亀戸水神駅を亀戸天神の最寄り駅と勘違いする人がいるらしく、改札近くには亀戸天神までの案内図が貼ってある。1530年頃の創建。主祭神は弥都波能売神(罔象女神)。戦災により神社地が荒廃。現社殿は1960年の再建。特徴のない小さな神社である。,Kameidosuijin-gu
115,17450661,"Edo river flowing to Tokyo Bay この辺りで江戸川が二つに別れます。ハゼ釣りに良く来ていましたが、中洲に行くのにオートバイの通行が禁止になってからは釣り場を葛西に変えました。I used to go fishing often since I was a child. From April to October, the flow is gentle in this area, so you can catch well. Goby fish is a delicious fish for tempura.",Edogawa Suikomon
116,17450661,釣り、花見、市川への道 旧江戸川の水門。1943年、戦時中の竣工。船の水面での高低を調整する閘門があるので水閘門の名が付いている。知らなければただの水門だが、説明板が立っている。Wikiもあるが、Wikiはこの説明板の写しみたいなもの。観光客が来るようなところではなく、地元の方が釣りをしたり、土手の桜の下で花見をしたりする場所。2021年は閉鎖されているが、平年であれば花見の穴場として賑わう場所だ。また、ここは江戸川区から市川市へ渡る橋でもあり、この先の行徳橋を渡れば本八幡駅やコルトンプラザへ向かう道に続く。とは言え、本八幡駅もコルトンプラザもまだ30分は歩く必要がある。行徳橋を右に向かうと行徳駅方面だが、川沿いを進むこもできる。川沿いには常夜灯公園があって、そちらも地元民の憩いの場となっている。なお、水閘門から先はバイクや自動車の通り抜けはできず、通行できるのは自転車と徒歩者のみだ。,Edogawa Suikomon
117,17450661,珍しい光景 ランニングの途中に通りました。川が分岐していて、水門と閘門があり、川好き、水門好きにはとても魅力的だと感じるました。どこでも見られる光景ではないと思います。桜の季節はそれも追加され、きれいなようです。,Edogawa Suikomon
118,13934361,夏は50m 20代後半男性。体形が気になりだす年齢でさね。運動不足解消のため週1ペースで泳ぎ始めました。50mプールがあるのは良い。,Haginaka Park Pool
119,13934361,夏は入れ替え制 夏休み中は時間での入れ替え制です。そのため今回行った時間はタイミングが悪かったのか１０分程度で追い出されました。そのあたりは役所的であまり融通が利きません。１０分500円の高いプールとなりました。,Haginaka Park Pool
120,13934361,室内温水プール2時間480円 京急空港線大鳥居駅から徒歩5分程度のところにある公共のプールです。夏場の屋外プールと併設している室内温水プールで、冬季は2時間480円で利用できます。がっつり泳ぐにはむいておりました。,Haginaka Park Pool
121,12377423,おしゃれなお茶屋 蔵前にあるおしゃれなお茶屋です。静岡茶なども購入でき、急須やカップなど、お茶を楽しむための道具が揃っています。,Nakamura Tea Life Store
122,12377423,ワークショップ 蔵前の路地裏にありました。静岡県の老舗のお茶屋さんのお茶が購入できるショップ。ワークショップも開催されてました。ワークショップは茶道や作法などの堅苦しいものではなく、普段の生活の中でより身近に日本茶を楽しめるような内容。日本茶についての基礎知識、お茶ができるまでの流れ、茶道具の選び方や基本的な淹れ方、自分好みの味にするための調節方法など、楽しみながら学ぶことができます。いろいろなお茶の飲み比べをしながら個別の質問にもひとつひとつ答えてくれるので、お茶菓子とともに心ゆくまでお茶の味を楽しめました。,Nakamura Tea Life Store
123,12377423,レンガと大きな暖簾が目印 最近、お洒落スポットとして注目の蔵前。そんな蔵前にあるお茶専門店です。レンガの建物と大きな暖簾が目印です。静岡県藤枝産のお茶や急須、湯のみなどを販売しています。ほうじ茶の試飲もさせてもらえました。ＶＲグラスも置いてあり、まるでお茶畑の中にいるような感覚に。ぜひお店にいって体感してみてください！,Nakamura Tea Life Store
124,2194205,"The torii gate is rumored to be cursed if it is moved carelessly, but now it is just an ordinary gate 下手に動かすと祟りに見舞われる、という曰く付きの鳥居です。穴守稲荷神社は元々現在の羽田空港に鎮座していましたが、GHQによる空港の拡張工事によって神社そのものは移転されました。しかしこの時の拡張工事、及び1954年の滑走路拡張工事の際にも事故による死傷者が続出したことから、大鳥居の祟りによるものと噂されました。その後無事移設工事が進み、1999年に現在の場所に移されました。既に穴守稲荷神社との関係性が断たれ、扁額も『穴守神社』から『平和』に変更されています。しかも単に鳥居が鎮座しているだけにも関わらず、鳥居の周囲には誰が置いたのかベンチや椅子等の休憩場所がちらほら。主に自転車やバイクのツーリングで訪れた人が記念に写真撮影する観光スポットになっています。Anamori Inari Shrine was originally located in what is now Haneda Airport. With the expansion of the airport, the shrine was relocated, but only the torii gate was not moved until 1999. The reason being that when they tried to move the torii, many people were killed or injured in accidents! It was rumored that this torii gate would haunt anyone who tried to move it without a second thought.Perhaps because of this rumor, even though this place only has a torii gate, there are several chairs and other things where you can take a rest, as if someone put them there. But it is just a torii gate, with no explanation of hauntings, etc. displayed on it.",Haneda Otorii
125,2194205,"Spirit of the Locals I was so glad to see it again through the window of limousine bus.  I can understand how the local people resisted the outsiders remove it, but wanted to preserve it by relocating it in the current location.",Haneda Otorii
126,2194205,"History and Pride of the Local People As it happened that our limousine bus stopped at the red traffic light at the corner of Haneda Otorii, I was able to see it really well.  It has a history and the pride of the local people to be preserved in the current location.",Haneda Otorii
127,7608115,"Best & largest flea-market in Tokyo - for early birds! With sellers packing from 15h00, you'd better come early if you wish to have time to browse through the countless display. There are some amazing bargains to be found: from real antics to vintage toys, kimonos, books, broken 60s  electronics, bags & clothes...Come with lots of change and an extra carrier bag; as it is likely you'll find something you did not expect!",Tokyo City Flea Market Oi Keibajo
128,7608115,A must go for treasure hunters A wonderful flea market held every week end in Tokyo is a must see for bargain and souvenir hunters a like. The market is full of used items from clothes to priceless antiques. Vendors are very friendly and are willing to bargain in any language. I never miss it when I am in Tokyo.,Tokyo City Flea Market Oi Keibajo
129,7608115,"Swap meet for toys The recommended visit time is from morning to noon. There is no specific selling theme in the flea market, and as long as you are willing to spend your time, you can find something worth buying. However, as a group of toy professional collectors participate in Tokyo City Flea Market regularly, so a lot of toys booth and new commercial inventory items are found there also.",Tokyo City Flea Market Oi Keibajo
130,11621549,潮風に吹かれることができます ＪＲ浜松町から旧芝離宮恩師庭園入口の前をとおり、海方面に歩くと右側に遊歩道に上がるエスカレーターがあり、道なりにまっすぐ海方面へ歩くと、サウスタワー３Ｆにたどり着けます。ここから右に歩くと海が一望できる桟橋が続き、正面にはお台場、右にはレインボーブリッジ、左にはスカイツリーという絶景が愉しめます。昼時にはベンチでお弁当を食べる会社員の方がおられ、晴れた日には軽食を持参してベンチで食事というのもお勧めです。,Takeshiba Pier
131,11621549,お台場が見れる 先日、家族で行ってきました。浜松町駅から歩いて五分程度で到着します。ドラマの撮影でよく使われるようで、景色がキレイでした。,Takeshiba Pier
132,11621549,竹芝桟橋 眺めがとてもよく素晴らしいです ここから東京の離島にいくことができて ワクワクするような場所です竹芝駅が最寄りです,Takeshiba Pier
133,7720586,"The Benchmark of Logistics in Japan I have visited this company as part a program of scholarship internacional. Haneda (Yamato Holdings) is the huge company of delivery door to door in Japan, same as UPS, USmail in Japan. I was impressed because of the level of robotization in Haneda and the precision of operations. Other good point of Haneda Chronogate is the mission of this company: Always for our customers, always for society.",Haneda Chronogate Tour
134,7720586,"How automation and logistical management works together. What a great time to spend a couple of hours.  While the program is completely in Japanese they do have an English playbook you can follow along in.Mesmerizing sorting conveyor belts everywhere, laser and somewhat a promotional exercise for all the non logistics parts of their business, you get an idea of how large this mega factory really is.On this tour, there were lots of elementary children and a Korean business group dressed in suits complete with their own translator and young mothers all taking this trip.  There is enough in this tour to keep everybody occupied.You can use their bar code scanner to get your own souvenirs of branded swag at the end of the tour.  Of note, NO cameras or recording devices allowed inside the tour.Weird facts, these guys own their own bakery, medical cleaning facilities and small appliance repair centers - all are considered value added businesses.",Haneda Chronogate Tour
135,7720586,"Very interesting! Even I was the only foreigner in the tour, both guides still tried all their efforts to make me enjoy the trip. Thanks a lot!",Haneda Chronogate Tour
136,8121684,巻き寿司 桃の花の巻き寿司とカリフォルニアロールを作りました。巻き寿司を作るのは初めてでしたが、とても簡単で、楽しく、可愛く作ることができました！またパーティなど様々な場面で作りたいと思います♡,Waki
137,8121684,飾り巻き寿司 上手にできてよかったです。また行きたいです。丁寧で分かりやすかったです！おいしかった！海外の人にも喜んでもらえると思います。,Waki
138,13396645,最近では珍しくなってしまった熱めの湯 最近では珍しくなってしまった熱めの湯である。建物はビルの一階で昔ながらの銭湯の情緒にはちょっと欠けるが熱めの湯が江戸っ子風で良い。ここもフロント形式である。,Tatsumiyu
139,8707675,鮫洲駅からすぐ 鮫洲駅からすぐにある神社です。この界隈には神社が多いですが境内の中にも神社があり面白い場所となっています。,Samezu Hachiman Shrine
140,8707675,旧東海道沿いにある神社 京急鮫洲駅からすぐの所にあります。旧東海道沿いに多くある寺社仏閣の一つです。鳥居の先に本殿があります。拝殿の脇に置書きの御朱印があり、300円を払えばいただけます。本殿の隣には末社の出世稲荷神社もあります。,Samezu Hachiman Shrine
141,8707675,좋아요 어떻게 보면 중국스러운 분위기도 나는 곳인 것 같아요. 화려한 색상의 신사가 참 한국과는 다른 분위기가 난다고 생각했어요.,Samezu Hachiman Shrine
142,12200373,"Extrordinary Flowers. This place has got every type of plant and flower imaginable, from those miniature trees to flower arrangements.",Mihama Park
143,12200373,Nice park  Nice place to hang around if you dont want to follow popularity to went disney only.You may sprnd a morning to walk around for seeing tge beutiful scenery .,Mihama Park
144,12200373,Beauty of Nature That would be wonderful to visit the Maihama Park to see the beauty of human hand that brings positive changes to nature.,Mihama Park
145,14003829,和気あいあいと 大井町駅から送迎あります。のんびり近場から江戸前の魚を釣りに、そしてたまにリクエストでアマダイ、マゴチ、マダコ、オニカサゴなどなど。和気あいあいとした常連のお客様ばかりですのでのんびりと楽しめます。,Iwata
146,9606088,ピアノひいてもた((( ；ﾟДﾟ))) 羽田空港でストリートピアノ弾いてきた。いつも通り過がりの第２ターミナル、京急改札前にある、、メルセデスベンツが置いてあるカフェのところですー。　　ずっと高校生カップル？っぽい感じの男性がずっと弾いていて、彼女？が撮影しているみたいな感じと思ったら、、それにしても、、めちゃめちゃ上手でyoutuberなんかなぁあと聞いていたところ、、　男が現れて、、　弾いて良いですかぁぁ？って、男が弾いたので、　それに続いて弾いてみたぁぁぁ。とりあえず、いつもの曲。。で、カップルと話していたら、親子ということに気づくーー。お母さん若いっしょーー。　　このあと、なんか勝手に意気投合しちゃって？、ルパン三世とか情熱大陸とか一緒に弾いたけど、アップはできねぇぇぇなぁぁぁ。￼あ、ごちそうさまでしたー。東京都のストピ初進出です。,Mercedes me Haneda Airport
147,9606088,メルセデスを楽しむスポット！ ザ・港屋ラウンジでランチをしました。美味しかったし、面白い体験でした。しかし、お蕎麦屋さんのスタッフの皆様お忙しいせいか疲れている感じでした。”席を確保する前に食券を”と言われ買っていると、席はあるか？と聞かれ、席を取ってからにしてと言われました。しかも同じ女性の方に。え？？と混乱しました。その後もあまりいい対応ではなかったです。ちょっと残念。しかし、ショップ販売の皆さんの対応は素晴らしかったです。ハンカチを購入するにしても、柄を選ばせてくださったり、質問に対して熱心に応えてくださり、とても良いお買い物ができました。また行きます！,Mercedes me Haneda Airport
148,9606088,肉蕎麦は期待してたけど、かなりがっかり 一言で言えば、強い味の洪水。肝心のそばの味が楽しめません。蕎麦そのものはコシもしっかりしておりそそるのですが、最初からゴマ・ノリ・ネギがたっぷりかかっていて香りや喉ごしを楽しむ状態にありません。ツユが東京風の強い醤油味なのは好みがあるでしょうが、これまたたっぷりのラー油が問答無用で入っており、少しでも蕎麦をツユに浸す浮いたラー油が先に絡むので、どうやっても味が濃いです。味をマイルドにしようと生卵入れたら、これも蕎麦の香りを飛ばす。この系統の味を目指すなら、蕎麦より中華麺の方が良くない？,Mercedes me Haneda Airport
149,13809803,一度はここまで来てみたい いつもは清砂大橋のところからアクセスしますが、河口方面に行ったことがなかったので、行ってみました。河口より0km地点を更に過ぎて、荒川河口橋を目前にするところまで近づくことができます。一度はここまで来てみたいですね。,Shinsuna River Station
150,13809803,荒川ランニング・サイクリング時の最南端 荒川沿いをずっと南下すると、最終的に行きつく場所がここです。基本的に車は入れないので、一般人は徒歩か自転車で行くしかありません。新砂リバーステーションはもともと緊急時の船着場として作られたもので、遊ぶ目的で作られたものではありません。ただ荒川沿いはランニング・サイクリングコースとして名が知れており、ずっと南に縦断していくとここに辿り着くので自転車乗りやランナーにとっては知る人ぞ知る場所になっています。そんな場所なので船着場以外何も無いところですが、河口近くで視界は開けているので眺めは良いです。湾岸道路や対岸の観覧車などが見えます。トイレがこの辺りに無く、かなり北上して公園化している場所まで行く必要があるのでそこはご注意。,Shinsuna River Station
151,11959658,"薬師さま・聖天さまのお寺。 江戸三十三観音十六番札所の天台宗のお寺さんです。太田道灌の居城だった古い江戸城(千代田城)の中に有りましたが、徳川家康公が江戸幕府を開いた時に移築されたようです。今はこじんまりした佇まいですが古地図の上では現在の倍以上の広さを有していたのが区画整理の時に縮小された様です。門を入って直ぐの本堂に ""十一面観音"" が有り、御朱印を頂ける左の建物の階段を上がった社務所？には二メートル余りの金色に輝く本尊の薬師如来丈六座像が置かれています。時間の有る方は御朱印を頂く時に御高齢の御婦人から御利益の有りそうなお経の小さな言葉で描かれた菩薩様の仏画を見せて頂いたり、有りがたい貴重なお話が聞けます。",Anyo-ji Temple
152,11959658,薬師如来様 山門から入ってまずは本堂を参拝。次にちょっと奥まったところに階段を上ると、薬師如来様が安置されているお堂がありました。表示が出ているのですぐ分かります。,Anyo-ji Temple
153,11959658,50番の隣です。 安養寺は、「神楽坂」の中心部、肉まんで知られる「五十番」のすぐ脇にある天台宗のお寺さんです。開基は慈覚大師円仁によるものだそうです。江戸三十三観音十六番札所にもなっている、歴史あるお寺さんです。,Anyo-ji Temple
154,13860033,55歳からシルバー料金 55歳からシルバー料金で映画が見られます。駐車場も広く、確か6時間無料です。朝早い映画だと入口がわかりにくかった。,Aeon Cinema Makuhari Shintoshin
155,13860033,お得すぎる🎵 グリーンブック見て来ましたー🌠　　イオンシネマです。。　　　オーナーズカード使用で千円。。しかも、おやつ付き。。n(^o^)/　　　しかも、WAONポイント使用。。　　　イオンオーナーお得すぎるっ。。　　　おやつ。ポップコーン小っ。。　　　ぜんぜん小ちゃうわーーー。　　しかも、味付けが絶妙で美味しかったです。ぶちうまじゃあ～😭　　でもって、お隣で開催㊥の金属バットお笑いライブが気になったよっーーー。　　,Aeon Cinema Makuhari Shintoshin
156,13860033,海浜幕張駅から若干距離あり イオンモール幕張新都心内にある映画館。「幕張」と名前には入っていますが、海浜幕張駅から少し歩きます（有料のシャトルバスもあり）。映画館はロビー・シアター共に広々しており、向かいのゲームセンターでは半券でクレーンゲーム1回無料の特典があります。,Aeon Cinema Makuhari Shintoshin
157,17376582,禅寺 曹洞宗のお寺です。最寄り駅は京浜急行『立会川』駅より数分で到着します。旧東海道沿いです。駐車場も数台ですがありました。,Reiun-ji Temple
158,17376582,本堂の2階の窓がユニーク 1604年に創建された曹洞宗のお寺である。京浜急行の立会川駅から北へ5分ほどの旧東海道沿いにあるが、大きな看板が出ているので、場所はわかりやすい。本堂は近代的な作りであるが、二階の窓の形がユニークで目立つ。境内に石の地蔵さんが並んでいる。,Reiun-ji Temple
159,12245005,今日の散歩（羽田七福いなりめぐりを中心に） この辺りは中村と呼ばれ、社殿は名主 橋爪家（伊勢屋＝本羽田３丁目辺り）の前にあったが、昭和４年の六郷土堤改修工事の際、現在地に移転された。移転前の社が飛騨高山より来た大工によって建築された事から、高山稲荷と呼ばれる様になったと云われている。戦前の初午祭には、芝居も催され大層の賑わいをみせた。この辺りの親達は初午の日に社前に小屋を作り、子供をお籠りさせてから寺小屋に入門させたと云う。羽田七福いなりめぐりの四番。,Takayamainari Shrine
160,12245005,天祖神社の境内にあるお稲荷さん 羽田七福いなりめぐりで訪問。天祖神社の境内に鎮座している稲荷神社で、学業成就にご利益があります。社殿は名主橋爪家の前にあり、昭和4年の六郷土堤改修工事の際、移転されたそうです。移転前の社が飛騨高山より来た大工によって建築された事から高山稲荷と呼ばれるようになったと云われています。お稲荷様は新しく、巻物と宝珠を咥え耳、目が朱に塗られていたのが印象的。社も比較的新しいものできれいでしたが、鈴と鈴緒は少々くたびれていたのが残念でした。,Takayamainari Shrine
161,12245005,道沿い 道に沿うように鳥居が並んでいる。社のお稲荷さんも通りから良く見える。駅から至近ではないので住宅街が社を囲んだ感じ。,Takayamainari Shrine
162,12994035,東京の島嶼部の玄関です 伊豆諸島や小笠原諸島への船が出ている場所です。今回おがさわら丸乗船のため利用しましたが、お土産屋さんや売店があり、見ているだけでも面白かったです。お手洗いが想像以上に綺麗でびっくりしました。当然海に面してあり、レインボーブリッジなどがきれいに見えます。船に乗らない人でも楽しめるスポットだと思います。,Takeshiba Passenger Ship Terminal
163,12994035,三宅島への移動で「竹芝客船ターミナル」を利用。 三宅島への移動で「竹芝客船ターミナル」を利用。伊豆・小笠原諸島への玄関口ですね。私が利用した日は、観光客というよりも、島の人、工事関係者がほとんどでしたよ。ちなみに、竹芝客船ターミナルの横にある広場は雰囲気あってよい感じです。,Takeshiba Passenger Ship Terminal
164,12994035,東海汽船ジェット船に乗る 東海汽船のジェット船で大島に行ってきました。竹芝客船ターミナルは、臨海新交通臨海線、竹芝駅から徒歩5分位の東口から降りた所にあります。海方面に歩くと、看板などがあるのでわかります。車で来る人は近くにタイムズの駐車場が有りますが、1日3960円です。工事関係者やホテルに泊まる人が多いと、空いてないので駐車場アプリや予約ができるみたいなので、前もって予約するのも有りだと思います。他にも駐車場ありますが、値段が安い所は遠くなります。竹芝客船ターミナルの近くには、ファミリーマートやすき家などあります。朝早くから営業してます。ターミナルの中にも売店が朝からやってますが、そんなに大きくないです。,Takeshiba Passenger Ship Terminal
