location_id,text,name
2309172,Absolute Best Food!!! My family and I stopped here for lunch after hiking Diamond Head. We were amazed at how good EVERY dish tasted! On our last day on Oahu my family voted to go back to South Shore Grill for our final meal. We din't realize we could actually walk there from Waikiki. It is just 1/2 a mile past Waikiki beach. This is already one of the places we miss most after leaving Oahu.,South Shore Grill
2309172,"Great food Great food and quick service! Parking is challenging, but manageable if you don’t mind walking a few blocks. We ate there, but lots of people were getting food to go. Would definitely recommend this if you are in the area!",South Shore Grill
483750,"Great Small Family Restaurant Love their bbq plates here. My favorite is there combo bbq plate with teri beef, and chicken, two scoops rice, and mac salad. Good quality, portions for a great price. Nice friendly family place.",Manoa Bar-B-Que
483750,Great fast food Love the mochico chicken and BBQ chicken and Katsu chicken.  You get a large portion of food and feel satisfied when done eating.,Manoa Bar-B-Que
483750,マノア マノアのショッピングマーケットへ行った帰り道に立ち寄りました。みんなでお肉のプレートとマヒマヒのを頼みました。ご飯はややもっちりとしてたので、美味しかったです。野菜は普通かな。美味しいランチでした,Manoa Bar-B-Que
667355,"Diamond Head Cove Health Bar Ordered the acai bowl, but was served in a cup, was very delicious and filling. Also had the strawberry/banana smoothie, this was also very flavorful.",Diamond Head Cove Health Bar
667355,Smaller portions for the same price with attitude Ordered the Mana Bowl and received a cup and lid. The portion size was easily half of what it used to be. Karen the server rudely assured me it was the Mana bowl but anyone with eyes can see it's a cup. Total rip off and very disappointing that it is the same price for much smaller portion. Will not visit again.,Diamond Head Cove Health Bar
667355,The smoothies are good but The smoothies are good but don’t make up for terrible/arrogant employees. Personally I’ll take my business somewhere else where customer service and behavior towards patrons still mean something.,Diamond Head Cove Health Bar
843146,"So so Vietnamese There are so many Vietnamese restaurants on Oahu now so we can afford to be choosy about which one to patronize. I've had dine in and take out from Pho Bistro many times, but I would say it was more for convenience than for the taste. It's good Vietnamese but not my favorite place. But if you are in Waipahu and looking for Vietnamese, this is a decent place to eat. It's next to Kuni's Japanese restaurant. Your landmark would be if you see a large bright Suzie's Adult Superstore sign.",Pho Bistro
843146,"Best Pho on the West Side My daughter and I have been sampling pho all over the island. The broth makes the difference and Pho Bistro has cilantro in theirs. It does appear to be a whole in the ground but the service was good, the music was nice, and the pho was awesome!!",Pho Bistro
843146,"Good Stuff....kinda skimpy on the veggies Ordered 3 orders of Phò and a Vermicelli. The order came with the smallest amount of basil and bean sprouts possible. There was only enough for one soup. The broth is good not too salty and the tendon was good, maybe a little mushy. My in-laws like this place so most likely I'd go back but not my first choice.",Pho Bistro
3730235,"""Pho""ggie!!! It's an awesome sandwich, as it should be for $15.25.  They use their own homemade “pho” mayonnaise which tastes great and compliments the Wagyu beef quite well.  You know, I had always been kind of dubious when I saw a restaurant market their beef as Wagyu.  I had this impression Wagyu was imported beef from Japan- that these cows were like fed organic grass grown with purified water and were hand massaged their whole lives by little old Japanese ladies - something obsessive and over the top like that.  I just was reading-up on it, and these breeds of cow are in America too and are quite a big industry.  I thought that restaurants here were not really using Wagyu but just buying some regular beef from Safeway.  The beef here at La Tour is definitely better than any other I've had on a sandwich before.  And you know, the young lady at the counter was quite friendly and helpful when I ordered.  She told me what she likes and dislikes on the menu and what is popular here with other customers.  After I ordered, I walked down to the nearby 7-11 and when I came back, it was ready for pick-up.  I think the service here was exceptional for me.  Glad I tipped them. It was a great late lunch to complement the good day I was having.  Got my third jab/shot earlier, power-walked around Ford Island, and swam a little at Hickam Beach before I came here.  Feeling really positive right now as things have been going good the past weeks.  Hope it continues.",La Tour Cafe
3730235,Terrible service Kids are running this placeDoing order ahead it saves NO TIME They don’t start your order til you’re hereMy pickup time was 550 I didn’t get until 615 no joke,La Tour Cafe
3730235,Close to the airport if you are waiting for someone Iced tea was good that's all I can say really. Staff was busy talking amongst themselves to talk about the menu choices. Of course with all the plastic it was hard to hear anything she said. No inside seating available so be prepared to eat in your car.,La Tour Cafe
3515800,"A solid Starbucks in Manoa - plenty of students holding down tables This is a solid Starbucks in Manoa, close to the University.  Plenty of students holding down tables and gettign their java fix.",Starbucks Manoa Valley
3515800,Manoa Valley Starbucks is the Best! Love coming to Starbucks in Manoa.  The staff is absolutely wonderful and have been at this location a very long time.  The lighting is just perfect and I like sitting by the windows which has shades when it gets to bright or hot.  It can get very busy but I put on earbuds and just enjoy the atmosphere and ambiance.,Starbucks Manoa Valley
3515800,"Went here when I was tired of Coffee Bean & Tea Leaf I found this Starbucks to be not that conducive for reading or quiet study. I came here because it was cool and I need a retreat from the rain and sun. I had spent some time hiking up in Manoa, and it was nice to have this dependable stop to get a cool drink. Having said that, the overall ambiance didn't really appeal to me. There were outside tables I tried out, but the traffic was fairly loud and it was difficult to concentrate. I spendt most of my Honolulu tea time at the Coffee Bean nearby. Overall, nothing that special. Not in my top ten Starbucks worldwide.",Starbucks Manoa Valley
5584183,"Old School Saimin Stand Throwback restaurant if you grew up eating saimin for meals or snacks.  Really cool to still see that they have hand written menu boards, but do not need to write down your order!  As soon as I walked in the door I could smell the familiar aromas of a kitchen where actual cooking was going on.",Jane's Fountain
5584183,"Old school hole in the wall My cousins and mom use to bring me here when I was a kid and hasn't changed a bit. The chef has been here over 40 years and the food is still awesome! Local comfort food with orange high booths like the old days. The jukebox has old Hawaiian songs that it's a must while your eating. My favorites include the saimin and cheeseburger, the hamburger steak and the Sari Sari! There sari sari is one of the best on the island, just like grandmas.If your looking for authentic local style foods from Hawaii this is your spot. Ono!",Jane's Fountain
5584183,Classic I've been going here for decades.  Love the Saimin and hamburger.  Home made at its best.  The Saimin is tasty with firm noodles.  If you don't like firm then you may not like it but the soup is one of the best.  Good prices bit cash only.  Try out a classic piece of history.,Jane's Fountain
7990629,"Scooper's Lunchwagon's Back Scooper's Lunchwagon had been awol for months. Went to the kitchen, closed and Lunchwagon was parked. 😟Today, went to Mililani Tech Park, fronting Oceanic Time Warner Building. To my surprise, Scooper's Lunchwagon was there!!. 😳New owners. Supposed to have the same menu. Same prices. Ono !. 😋",Scoopers Kitchen
7990629,""" Awesome Roast beef "" Today is Tuesday and I just got done woofing a plate of the Roast beef with gravy. I've been here at there Waipahu location many times and I've always liked the quick service and yes, the food may need some condiments, but I must say, and almost afraid to post it, but I am the sharing type. There roast beef with gravy is out of this world... very tender, seasoned just right. The gravy was on point. For me, there was a wow factor.. Like I said, I ate here many times, but should you see the Roast beef on the menu, Order it ! You will not be disappointed..",Scoopers Kitchen
7990629,"Scoopers Lunch wagon I haven't been to the Scoopers Kitchen yet, but I frequent the Scoopers Lunch wagon often. The food is delicious, huge portions, and very reasonable prices. They are located in the Mililani Tech Park, fronting the Oceanic Cable building. They're there Monday - Friday, excluding holidays, from approximately from 10:30am.  They sell out quickly, so get there early. The portions are huge. I always order the Mini Plates. More than enough for lunch. Regular portions are huge!. The mini Meat Loaf and mini Roast Turkey are my favorites. The menu changes daily. Recommend Scoopers Lunchwagon to everyone.",Scoopers Kitchen
862558,"The Best Bakery on the West side! Ani's Bakery makes the BEST Long Johns, glazed doughnuts, and sweet rolls filled with assorted flavor butters. You will not be disappointed in anything that you choose here!",Ani's Bake Shop
862558,"Bigger is Better! If you like pastry, head on down for Ani's Bake Shop--If you like your pastries B-I-G, better yet run down to Ani's Bake Shop!  Delicious favorites--breads, pastries YUM!",Ani's Bake Shop
862558,Cream Rolls Ani's Bake Shop is my go to bake shop.  For me it's the last exit before I hit the H-3 to work (bring in pastries because I'm late/feed my junior guys) or first exit off the H-3 (eat something while I'm stuck in traffic).  Located in the light industrial area of Halawa/Aiea.  Small parking lot shared with a few businesses.  Open from 5am to 5 pm on the weekdays.  Saturday closes at 2pm.  Closed all day Sunday.I stop here for the cream rolls.  Sweat bread rolls with a thick layer of cream in the middle.  I'm sure it's over 20 flavors of cream.  My favorites 1. Cinnamon Butter Cream 2. Peanut Butter Cream & 3. Lilikoi.  Cinnamon one tops my list because it's like a Cinnabon minus the 1000 plus calories.  Once in a while I do pick up a pastry or two.  Poi Malasadas or powdered long john on my way to work.  Finished before I hit the H-3 Tunnel.Go out of your way/norm and grab some cream rolls to go.,Ani's Bake Shop
13423300,"The best sandwich I have ever had. A friend told my about the Sloppy Sandwich cart, so on my way to the airport I thought I would stop and pick up a sandwich. I picked the Cuban which I have to say it was the best sandwich I have ever had. The food was fresh, the taste was great, and the prices were very reasonable. This is a place you do not want to miss, if your catching a flight and want a great meal or you just want a great lunch.",Sloppy Sandwich Cart At Lowes
23916756,Amazing Authentic Italy food … run there now you will not be disappointed .  So so good!! Authentic Italian food!! This is a hidden gem.  Everything we had was delicious!! The owner is from Italy need I say more.  We found this quaint Italian restaurant while vacationing in Waikiki.  We got garlic bread linguine pescatore and shrimp linguini Alfredo.  Delicious!  We loved it all!  Our daughter lived in Florence and this reminded us of our time in Italy.  We would eat here weekly if we could.,Aroma Italia
23916756,Authentic Italian Food Decided to try this newly opened place.It is very unpretentious.  Friendly staff.  The food was excellent. We had two pasta dishes.  Puttanesca and Butternut Squash Ravioli.  Both were excellent.  Finished with a Tiramisu dessert that was the best we ever had.  A real plus is you can bring your own wine with no cork fee.  I caught a view of pizzas and salads that looked great.Looking forward to our next visit.,Aroma Italia
23916756,"Authentic Italian Food!! I found this restaurant on Google and tried it with my friend. Let me tell you, it was amazing! It is authentic Italian food made by the owner that is from Italy. This was such a good choice and wished I lived in Hawaii so I could keep going. Do not pass this one up for a great bite!",Aroma Italia
2470753,"Good beverage but slow I ordered iced green latte and ice americano, both 12 oz sizes. The ice green latte was pretty good and so was the americano. My only complaint is they require you to order online from 8AM to 10AM. The drinks took 20 minutes to make, not sure why it took so long. They weren't that busy either.",Morning Glass Coffee
2470753,"Still way to limited because of self imposed covid restrictions  Very disappointed with them.  We went for sunday morning breakfast hoping to try a must have food while on Ohau, the mac and cheese pancakes.  Well they weren't serving those right now due to covid they said.  They also make you order online if you want your food before 10 am, even though they open at 8.  But we still all they asked hoping for an amazing breakfast.  We were disappointed to say the least.  The biscuits tasted as though they were a couple of days old and the coffee was just so so.  We actually would have preferred the McDonald's next door and spent half the money.  Until they lift all of the restaurants self imposed covid restrictions, you should avoid this place.",Morning Glass Coffee
2470753,"Excellent coffee  Excellent coffee and nice vibe. Quiet neighbourhood location, yet this spot is bustling - clearly people already know about this hidden gem. Service is super friendly! Coffee is “Australian” quality. There’s a large food menu and the cake cabinet is pack with tasty treats.",Morning Glass Coffee
4162857,"good meal!! First trying the local food. Order the white rice with barbeque chicken, the food was given fast and cashier was friendly. This is small area, has couple of chairs outside for customer.",L and L Drive-Inn
4162857,"GOOD BBQ PLATE This is a take-out or dine in restaurant, with 5 tables. Counter service only. Order and pay at the window, and will call you when food is ready. We both had the BBQ mix. There is no restroom at this establishment. When asked was told to walk to McDonalds down the street.",L and L Drive-Inn
4162857,"Must eat here while in Hawaii!!! This is a classic Hawaiian fast food joint and you must experience it if you are in Hawaii.  They are all over...just google it and find one on any island.  Open for breakfast lunch and dinner.  The chicken Katsu is the best!!!  Plate lunches are served with a scoop of rice and Macaroni salad.  We always order it with all rice...because the macaroni salad is gross (I call it mayonnaise salad).  It's a lot of food, so go with a mini plate....or a regular size to split.",L and L Drive-Inn
5493779,I Like the Spicy Recipe This is one of my favorite fast food choices because of the spicy recipe.  I avoid all the side dishes.  Take away only.,Popeyes Louisiana Kitchen
590801,"flavorful and generous portions Hard to find this restaurant.  They must of recently moved, but google map still have them in their old location.  Luckily we ask a local for directhh One order is enough to share.  #sogood",Nico's Pier 38
590801,Awesome seafood and outside seating along the waterway!!! Highly recommend coming here and buying some of their seafood in their store and also enjoying some drinks and appetizers during the change between their morning menu and their dinner menu. Loved their calamari!!!,Nico's Pier 38
590801,"Just try it!  You won’t regret it! Amazing food.  I live in central London, and have eaten in many of the best restaurants in the world.  The seafood here was up there with the best of them (for a fraction of the price).  It’s not flashy, just done well.  Great value.  Really fresh; it’s literally straight off the boats from the pier. The Poke sampler board was excellent.  I would go back again (and again) for that!",Nico's Pier 38
434357,"Yum! We liked this place so much, we went back a second time during our weeklong visit to Honolulu. We had the standard curry with chicken cutlet, kimchee spicy curry with pork cutlet, curry udon (my favorite), and something else that I forgot the name of. All declious! i would have gone a third time if we had time.",Curry House Coco Ichibanya
434357,"Good Experience I ordered the local #1, chicken cutlet curry w/ cheese. The curry was very good, though it wasn’t what I remember from Okinawa. Rather than the 1-10 spice level, they offer spicy or mild. I ordered the spicy, and they may have mistakenly gave me the mild. The chicken was crunchy and had a great taste.",Curry House Coco Ichibanya
434357,Not as the Japan ones My wife was stationed in Okinawa years ago and she loved Coco Ichibanya there. So when ee travelled to Honolulu we decided to try this one. It was disappointing. Chicken was dry with almost no taste. No way any near the Coco in Japan.,Curry House Coco Ichibanya
9715442,"Great food, friendly staff We were visiting Hawaii and just looked up a random sushi place that was like $ or $$.  We went to Hawaii Sushi and it was great.  The staff was really helpful and polite.  We ordered our food and they had a couple of tables outside for you to eat at.  There was a steady stream of people picking up food and it was the middle of the afternoon so it's a popular place.  Our food was delicious!",Hawaii Sushi
9715442,Must visit and try quality and respect for food . Good place to visit and enjoy top-notch food . Sometimes by mistake we can put good review and got impressed on just simple one experience or one visit . When you do five times and five times perfect it’s highly highly quality and good management and good team members who support and give Quality .Thank you for a little paradise and Quality and how You respect food . Very very impressive . Thank you all .,Hawaii Sushi
9715442,Great little Sushi place This little place close to Waikiki area serves the best sushi at a great value. Good quality and fresh sushi . Don't wanna miss if your in the area.,Hawaii Sushi
4164969,Cute little authentic Thai bar and restaurant. We went here late at night after getting into Honolulu.  We had the pad thai and it was excellent.  The staff and patrons were all friendly and fun.  They had Kar,Sala Thai
4164969,"Scammers Immigrant Thai scammers. Ordered 2 drinks 1 beer 1 shot. Ordered 4 drinks for the people I was chatting too. They charged me $160 LMFAO! Asked for itemized receipt and was refused one, was also not given a customer copy, lets just say I didnt sign the merch copy and called my credit card company and issued a charge back for half the price.$30 for a drink they must have thought I was some dumb howlie tourist. I exapect this scam crap when I visit Vietnam, not when I'm in the states. Place is a dirty dive bar, cigarette burns, dingy, broken signs, bums hanging around. Who do they think they are, the Beverly Hills Chateau Marmont? Even they dont charge $30 for a beer! LMFAO! They are lucky I didn't press charges for forgery for adding in a tip themselves and forging my signature.",Sala Thai
4164969,"Great Thai food in a bar This has to be the hidden gem of Thai food. Not for families as it is located in a bar, but prices and taste are off the hook. Spicy if you want it and the ladies will make it any level of heat you want. :)",Sala Thai
3806274,"Great location. Poor service The title of my review says it all. You cannot beat the location and the views. Sun, sand, water, planes taking off out of Honolulu. This is pub grub at best. However, the staff has a policy of looking the other way when your hand is in the air. They find a way to check on every table but yours. They find a way to look busy without doing anything. PLEASE, train you staff. Too many nights of poor service.",The Lanai at Mamala bay
3806274,Wonderful burger 5 star. Very good burgers with fast and friendly service. Well managed. U can't go wrong. We ate lunch here after a round of golf multiple times and were always happy.,The Lanai at Mamala bay
3806274,Not as good as in the past Food is mediocre and the staff doesn’t keep the place very clean. They are short staffed so food takes a long time to come. Also the staff has a very fake super happy attitude. Everything we ordered was “perfect” or “awesome” and every time something was delivered or we had an engagement their comments were bookended by apologies. It just seemed so forced and insincere.,The Lanai at Mamala bay
15708858," My fave eatery for a quick healthy meal This has become my fave eatery in the Lanai Food Hall at Ala Moana Shopping Center.  The food is super fresh, healthy, delicious and the prices are very reasonable. I usually get the Donburi ( rice bowl) with fresh sashimi. It comes with miso soup for  for $10. But the bento lunches are also super good.  Today I had the Hamachi Kama with chicken, rice and miso soup for $11. It's the perfect place when you're looking for a healthy good food that is fast to get. Happy Eating!!",Ahi and Vegetable
15708858,"Sushi to go! Whether you want sushi or a poki bowl, this place has it and all super fresh as well as attractively prepared in ready to go assorted offerings.For a mall take out place, this isn't bad at all.  Quality and nicely presented sushi, bowls, salads, and more are available to grab and run.  Normally fast take out sushi isn't all that, but the quality of the food is very good for what it is.Conveniently located in the Lanai food court at Ala Moana Center, it is the perfect place for something fresh to eat after shopping or to take something home when you are to lazy to cook.  The counter and concession are is all very clean and neatly organized.  Being that sushi is a raw product it is good to see the care they take in the cleanliness of their location.",Ahi and Vegetable
15708858,Genrous portions; Healthy I ordered the Sashimi and was surprised at the size of the portion.  There were probably 10 pieces and a salad for $13.  And it was good.  The service left a little to be desired (hence the 4 stars) but the food was a hit.,Ahi and Vegetable
15632476,"Train staff I recently had an ube and red bean dessert cup. Being vegans, my boyfriend and I both asked if any of the flavors were dairy free.  We were told that all except the milk/milk tea options were dairy free.  We were excited since the flavors are unique!  When we got home and looked up ingredients after much stomach discomfort, we discovered that all flavors had milk. NEVER GOING BACK and thankfully I don’t have an allergy just a sensitivity!",SomiSomi
15632476,"Yummy Yummy I was originally on the hunt for some DQ dessert but tragically they’ve closed up shop in Ala Moana!  I’ve had ice cream from a similar place in Miami (Taiyaki NYC) so I knew what I was in for here.  SomiSomi has other locations throughout California & Texas, with this as their sole Hawaii location. MENU:Soft serve in four flavors (milk, matcha, ube, Oreo), and four different fillings (Nutella, custard, red bean, taro).  You then choose your serving style:  “Ah-boong” is with the soft serve in the taiyaki cone, “upside down” is the Ah-boong upside down in a cup, or have your ice cream in a cup without the cone. DESSERT:Ah-boong - $5.95The milk-flavored soft serve was your average run-of-the-mill stuff, good, not overly sweet but light on cream flavor.  I got Nutella as a filling which went well with the milk flavor, and rainbow sprinkles which made the dessert look so festive and “happy”.  You also get your choice of macaroon which they stick in the soft serve, which I ended up tossing as I don’t care for them.  Enough sugar!?  The fish-shaped taiyaki cone is soft and chewy, and tastes similar to a waffle cone.  Eating it was a bit messy towards the end as it leaked out of the bottom, though it never got mushy. SERVICE:The gal at the counter was very friendly, patient and welcoming. OVERALL:No DQ?  No problem.",SomiSomi
15632476,"Soft Serve and Taiyaki SomiSomi in Honolulu’s Ala Moana Center is located outside of the lower level food court in the parking area facing Ala Moana Blvd.They sell a soft serve dessert in different flavors (green tea (matcha), Ube (purple yam), milk, Oreo , black sesame...) served in a freshly made fish shaped waffle lined with custard, red bean or Nutella called Ah-Boong. You can have an individual flavor or order one of two swirl combinations offered each week.You then add toppings... fruity pebbles, Oreo crumbles.... finally,  top it off with a macaroon or a strawberry.",SomiSomi
2251830,"Looked better than it tasted Stopped here for lunch after visiting Lyon's arboretum, but our onion rings were weirdly mushy.  Not the outside which was nicely battered, but the actual onion had no structure, it was just mush and no flavor.  Sorry, but not delicious.",Island Subs & Burgers
2251830,"Damn good! Impressive  Good service great subs, don’t like the .75 refill policy but ok whatever. Decent sub shop reminiscent of some places I know in upstate New York.  I seen the burgers, can’t vouch for the taste but the 1 pound burger is huge!!! Beats out any chain on the island by price.  My philly was spot on. Needed a little salt and mayo but pretty good.",Island Subs & Burgers
2251830,Great Sandwiches!!! Great food and excellent service!!!  Their sub sandwiches are grilled and tasty with fries and onion rings!  Their hot dogs and hamburgers are good too!  I never have to wait very long for my order and I’m a walk in.  I highly recommend this place!,Island Subs & Burgers
2273528,"Yummy Pizza Easy online ordering with lots of options to choose from. We picked it up because we use the 5050 code which gets people over 50, 50% off of their pizza. No sides this time, but we'll be back for more another day. The kids love the dessert options we've had in the past. IMO The brownie is really good and dad loves The Works pizza.",Papa Johns Pizza
2273528,"Manager Was Ideal I have not actually tried the food, yet. However, I wanted to leave this review because the manager went above and beyond to correct a problem with my order. I placed the order online. When I arrived sometime later, I saw that I had an extra charge.  Apparently, somehow, I had added extra beef and extra chicken to my large three topping pizza. I did not want chicken nor beef. When I clarified this for the manager, he offered to redo the pizza for me. I told him that this was not necessary. But he insisted. He states that it was his job to make sure that I was happy as the customer. Coming from this manager, I believe it to be an authentic statement. He was  friendly, professional, patient, and understanding. I observed him interacting with his staff and he appears to be someone they take seriously and respect. Just on the interaction with the manager, I would recommend this place. Mahalo nui loa, Bilal!",Papa Johns Pizza
2273528,So so pizza Well it's not as good as I was expecting.  They didn't put a lot of topping of what I wanted.  Just so so pizza. I was hungry so it tasted good but nothing spectacular.  The customer service was good. I actually went to the Kalihi store. I might try again. Was looking for a healthy pizza. When are you going to start using whole wheat flour to make your pizza?  I wouldn't really recommend this place.,Papa Johns Pizza
434468,It's just okay What used to be one of my favorite Chinese restaurants is now not because of the waitstaff. They are indifferent and unfriendly.  Used to look forward to kau yuk with taro. I will find another restaurant with better personnel.,Wah Kung Restaurant
434468,"Favorite Chinese I'm not a big fan of Chinese food in general, but Wah Kung would have to be my favorite. For my taste, Chinese food can be a bit on the bland side and sometimes oily. But the food at Wah Kung is tastier and i actually make the drive here to eat, which says a lot because I don't like to drive anywhere far to eat unless it's worth it.",Wah Kung Restaurant
434468,New owners If u were used to the previous restaurant menu and portion size...this is not the same.   That being said.  The food is good and although the portion size is a tad smaller it is still enough food to make u full. The curry brisket is very tasty and all of the sauces in the dishes are outstanding. Will go back again.,Wah Kung Restaurant
434002,"Very Good  Great healthy choices at very reasonable prices along with fantastic super friendly service, definitely recommend this place especially if you are looking for something fresh and not deep fried",Paradise Cafe
434002,"Mo better elsewhere The bread is fantastic the rest is just ok.  They are very stingy with the middle part of the sandwich.   Prices are high for a sandwich but would be acceptable qif they actually put some meat, cheese and condiments on the bread.  Subway would be better and I hate Subway.",Paradise Cafe
434002,"Relaxed Great coffee and very nice biscuits,  staff friendly and helpful when knew we were out of towners bought cookies for back in motel they didnt last long",Paradise Cafe
449983,"Accountability When you have open hours you should be accountable, change your hours if you plan on closing your doors or phones early.  If you want employees to leave by 3:00 then close at 2:30",Bogart's Cafe
449983,"The bomb.com! Delicious, fast service, clean, and friendly.  Stopped after hiking Diamond  Head.  Granddaughter ordered the French toast and everyone was jealous!  Bacon in the omelets are full strips, no big deal for us, just different.  Crab and avocado    omlette was well worth the price!",Bogart's Cafe
449983,Waffles and Acia bowls are great. The waffles are excellent and so are the Acia bowls. If you like waffles try them. They are a sauce and fruit on them that is perfect. You don’t even need syrup.,Bogart's Cafe
4165034,"For a McDonald's this was good For a McDonald's this was a good location, and the beef seemed to be better than the old beef from McDonald's.  Busy location.",McDonald's
4165034,小腹がすいたら、、 昼に大食いをしたので夜はテイクアウトして地元ブランドのビールを買い込み、ホテルの部屋で家飯をしました。二十歳の息子はに保温には無い？スパイシーチキンが気に入ったようで2回リピートしていました。Kalakauaからホテルへ戻る途中にあるためついつい入ってしまいます。世界中どこでも味が変わらないのも安心できます。中は清潔ですが、ほぼ１００％がテイクアウト客です。,McDonald's
4165034,サイミン マックのサイミンはハワイ特別メニューでいい思い出話になります。味はまあまあ？かなですが、ヨソでは絶対に食べられないもの。ぜひぜひ1度は試してください。,McDonald's
5244546,"Great tacos We finally went here this evening. My wife and I split a plate of 3 assorted tacos.  All of them were excellent, though the Asada was my favorite.I expect this will become a regular for us.",Alejandro's Mexican Food
5244546,"Terrible Service at this location Terrible Service!!!! Wanted to try the food but the owner did not want to serve us. She preferred to serve dogs (not service dogs) instead of an African American family with a child. We were seated and about to order when a couple of white Americans brought their dog and sat it in the chair next to us. The dog was just on the floor and now in a chair. It was not a service animal but the “manager” winked at them to lie and say it was. We saw you.  So we had to leave.  Unacceptable! The manager was a liar, showed racist tendencies and unprofessional.  I also own a dog so that was not the issue.",Alejandro's Mexican Food
5244546,"Mexican food at its finest We found this restaurant on our first trip to Hawaii and we have been coming back for more ever since! The food is always hot, fresh and so tasty.The food is very inexpensive. I always get the 12"" steak burrito with red sauce. Make sure you ask for the red hot salsa to put on top.Great food, walk up ordering and fast pick up.",Alejandro's Mexican Food
